Source,Nama Produk,Extracted,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Klik K24,GLUCOPHAGE XR 500MG TABLET,glucophage xr,glucophage xr mg tablet,glucophage xr mg tablet,glucophage xr mg tablet,4.0,4.0,0.0,0.0
Klik K24,METFORMIN GEN DEXA 500MG TABLET,metformin,metformin gen dexa mg tablet,metformin gen dexa mg tablet,metformin gen dexa mg tablet,5.0,5.0,0.0,0.0
Klik K24,GLUCOPHAGE 500MG TABLET,glucophage,glucophage mg tablet,glucophage mg tablet,glucophage mg tablet,3.0,3.0,0.0,0.0
Klik K24,THERMOLYTE DIET SUGAR (1 Dos isi 25),thermolyte diet sugar,thermolyte diet sugar dos isi,thermolyte diet sugar dos,thermolyte diet sugar dos,7.0,4.0,3.0,42.9
Klik K24,THERMOLYTE DIET SUGAR (1 Dos isi 50),thermolite diet sugar,thermolyte diet sugar dos isi,thermolyte diet sugar dos,thermolyte diet sugar dos,7.0,4.0,3.0,42.9
Klik K24,NUTRISALIN GARAM DIET 200G,nutrisalin garam,nutrisalin garam diet g,nutrisalin garam diet,nutrisalin garam diet,4.0,3.0,1.0,25.0
Klik K24,THERMOLYTE PLUS (1 DOS ISI 60),thermolite plus,thermolyte plus dos isi,thermolyte dos,thermolyte dos,6.0,2.0,4.0,66.7
Klik K24,THERMOLYTE PLUS (1 DOS ISI 30),thermolite plus,thermolyte plus dos isi,thermolyte dos,thermolyte dos,6.0,2.0,4.0,66.7
Klik K24,THERMOLYTE PLUS (1 DOS ISI 10),thermolite plus,thermolyte plus dos isi,thermolyte dos,thermolyte dos,6.0,2.0,4.0,66.7
Klik K24,MUSTIKA RATU SLIMMING TEA (1 dos isi 30 sachet),mustika ratu slimming tea,mustika ratu slimming tea dos isi sachet,mustika ratu slimming tea dos,mustika ratu slimming tea dos,9.0,5.0,4.0,44.4
Klik K24,T ORGANA SWEET TEA (isi 10 kantong teh),t organa sweet tea,t organa sweet tea isi kantong teh,organa sweet tea kantong teh,organa sweet tea kantong teh,8.0,5.0,3.0,37.5
Klik K24,T ORGANA SWEET TEA (isi 20 kantong teh),t organa sweet tea,t organa sweet tea isi kantong teh,organa sweet tea kantong teh,organa sweet tea kantong teh,8.0,5.0,3.0,37.5
Klik K24,FITAMINO COKLAT 30G SACH,fitamino coklat,fitamino coklat g sach,fitamino coklat sach,fitamino coklat sach,4.0,3.0,1.0,25.0
Klik K24,TROPICANA SLIM DIABETICS (1 Box isi 100 Sachet),tropicana slim diabetics,tropicana slim diabetics box isi sachet,tropicana slim diabetics,tropicana slim diabetics,8.0,3.0,5.0,62.5
Klik K24,TROPICANA SLIM DIABETICS (1 Box isi 50 Sachet),tropicana slim diabetics,tropicana slim diabetics box isi sachet,tropicana slim diabetics,tropicana slim diabetics,8.0,3.0,5.0,62.5
Klik K24,TROPICANA SLIM DIABETICS (1 Box isi 25 Sachet),tropicana slim diabetics,tropicana slim diabetics box isi sachet,tropicana slim diabetics,tropicana slim diabetics,8.0,3.0,5.0,62.5
Klik K24,TROPICANA SLIM CLASSIC (1 Dos isi 25 Sachet),tropicana slim classic,tropicana slim classic dos isi sachet,tropicana slim classic dos,tropicana slim classic dos,8.0,4.0,4.0,50.0
Klik K24,TROPICANA SLIM CLASSIC (1 Dos isi 50 Sachet),tropicana slim classic,tropicana slim classic dos isi sachet,tropicana slim classic dos,tropicana slim classic dos,8.0,4.0,4.0,50.0
Klik K24,TROPICANA SLIM CLASSIC (1 Dos isi 100 Sachet),tropicana slim classic,tropicana slim classic dos isi sachet,tropicana slim classic dos,tropicana slim classic dos,8.0,4.0,4.0,50.0
Klik K24,TROPICANA SLIM SWEETENER STEVIA (1 Box isi 50 Sachet),tropicana stevia,tropicana slim sweetener stevia box isi sachet,tropicana slim sweetener stevia,tropicana slim sweetener stevia,9.0,4.0,5.0,55.6
Klik K24,FLIMEAL 50G SACH 12S,flimeal,flimeal g sach s,flimeal sach,flimeal sach,4.0,2.0,2.0,50.0
Klik K24,JARDIANCE 25MG FC TABLET,jardiance,jardiance mg fc tablet,jardiance mg fc tablet,jardiance mg fc tablet,4.0,4.0,0.0,0.0
Klik K24,NUTRICAN MILK JERUK 245G,nutrican milk jeruk,nutrican milk jeruk g,nutrican milk jeruk,nutrican milk jeruk,4.0,3.0,1.0,25.0
Klik K24,GLIBENCLAMIDE INDOFARMA 5MG TABLET,glibenclamide,glibenclamide indofarma mg tablet,glibenclamide indofarma mg tablet,glibenclamide indofarma mg tablet,4.0,4.0,0.0,0.0
Klik K24,GALVUS 50MG TABLET,galvus,galvus mg tablet,galvus mg tablet,galvus mg tablet,3.0,3.0,0.0,0.0
Klik K24,METRIX 3MG TABLET,metrix,metrix mg tablet,metrix mg tablet,metrix mg tablet,3.0,3.0,0.0,0.0
Klik K24,STATOR 20MG TABLET,stator,stator mg tablet,stator mg tablet,stator mg tablet,3.0,3.0,0.0,0.0
Klik K24,ROSUFER 10MG TAB 30S,rosufer,rosufer mg tab s,rosufer mg tab,rosufer mg tab,4.0,3.0,1.0,25.0
Klik K24,ROSUFER 20MG TAB 30S,rosufer,rosufer mg tab s,rosufer mg tab,rosufer mg tab,4.0,3.0,1.0,25.0
Klik K24,GLUVAS 2MG TABLET,gluvas,gluvas mg tablet,gluvas mg tablet,gluvas mg tablet,3.0,3.0,0.0,0.0
Klik K24,GLUVAS 4MG TABLET,gluvas,gluvas mg tablet,gluvas mg tablet,gluvas mg tablet,3.0,3.0,0.0,0.0
Klik K24,GLIMEPIRIDE DEXA 1MG TABLET (1 Dos isi 5 Strip @10 Tablet),glimepiride dexametason,glimepiride dexa mg tablet dos isi strip tablet,glimepiride dexa mg tablet dos strip tablet,glimepiride dexa mg tablet dos strip tablet,11.0,7.0,4.0,36.4
Klik K24,GLIMEPIRIDE DEXA 2MG TABLET (1 Dos isi 50 Tablet),glimepiride dexametason,glimepiride dexa mg tablet dos isi tablet,glimepiride dexa mg tablet dos tablet,glimepiride dexa mg tablet dos tablet,9.0,6.0,3.0,33.3
Klik K24,RHINOS SR KAPSUL,rhinos sr,rhinos sr kapsul,rhinos sr kapsul,rhinos sr kapsul,3.0,3.0,0.0,0.0
Klik K24,TREMENZA TABLET,tremenza,tremenza tablet,tremenza tablet,tremenza tablet,2.0,2.0,0.0,0.0
Klik K24,AMOXICILLIN HEXPHARM 500MG KAPLET (1 Dos isi 20 Strip @10 Tablet),amoxicillin hexpharm,amoxicillin hexpharm mg kaplet dos isi strip tablet,amoxicillin hexpharm mg dos strip tablet,amoxicillin hexpharm mg dos strip tablet,11.0,6.0,5.0,45.5
Klik K24,SAGESTAM TETES MATA/ TETES TELINGA,sagestam tetes mata,sagestam tetes mata tetes telinga,sagestam tetes mata tetes telinga,sagestam tetes mata tetes telinga,5.0,5.0,0.0,0.0
Klik K24,ACLAM 500MG TABLET,aclam,aclam mg tablet,aclam mg tablet,aclam mg tablet,3.0,3.0,0.0,0.0
Klik K24,OTOPAIN TETES TELINGA 8ML,otopain tetes telinga,otopain tetes telinga ml,otopain tetes telinga,otopain tetes telinga,4.0,3.0,1.0,25.0
Klik K24,OTILON TETES TELINGA 8ML,otilon tetes telinga,otilon tetes telinga ml,otilon tetes telinga,otilon tetes telinga,4.0,3.0,1.0,25.0
Klik K24,FORUMEN TETES TELINGA 10ML,forumen tetes telinga,forumen tetes telinga ml,forumen tetes telinga,forumen tetes telinga,4.0,3.0,1.0,25.0
Klik K24,COLME TETES TELINGA 8ML,colme tetes telinga,colme tetes telinga ml,colme tetes telinga,colme tetes telinga,4.0,3.0,1.0,25.0
Klik K24,ERLAMYCETIN EAR DROP 10ML,erlamycin ear drop,erlamycetin ear drop ml,erlamycetin ear drop,erlamycetin ear drop,4.0,3.0,1.0,25.0
Klik K24,OTOLIN EAR DROP 10ML,otolin ear drop,otolin ear drop ml,otolin ear drop,otolin ear drop,4.0,3.0,1.0,25.0
Klik K24,HUKI COTTON BUDS TUTUP PINK,huki cotton buds,huki cotton buds tutup pink,huki cotton buds tutup pink,huki cotton buds tutup pink,5.0,5.0,0.0,0.0
Klik K24,HUKI COTTON BUDS POT TUTUP BIRU,huki cotton buds,huki cotton buds pot tutup biru,huki cotton buds pot tutup,huki cotton buds pot tutup,6.0,5.0,1.0,16.7
Klik K24,AMOXSAN 250MG KAPSUL,amoxsan,amoxsan mg kapsul,amoxsan mg kapsul,amoxsan mg kapsul,3.0,3.0,0.0,0.0
Klik K24,ABBOTIC XL 500MG TABLET,abbotic,abbotic xl mg tablet,abbotic mg tablet,abbotic mg tablet,4.0,3.0,1.0,25.0
Klik K24,ETAFLOX 500MG TABLET,etaflox,etaflox mg tablet,etaflox mg tablet,etaflox mg tablet,3.0,3.0,0.0,0.0
Klik K24,ZELAVEL 3MG/ML OTIC SOL 5ML,zelavel otic,zelavel mgml otic sol ml,zelavel mgml otic sol,zelavel mgml otic sol,5.0,4.0,1.0,20.0
Klik K24,CEFIXIME NOVELL 100MG KAPSUL,cefixime novell,cefixime novell mg kapsul,cefixime novell mg kapsul,cefixime novell mg kapsul,4.0,4.0,0.0,0.0
Klik K24,AMICLAV 625MG FC KAPLET,amiclav,amiclav mg fc kaplet,amiclav mg fc,amiclav mg fc,4.0,3.0,1.0,25.0
Klik K24,CO AMOXICLAV DEXA 500/125MG FC KAPLET,co amoxiclav dexametason,co amoxiclav dexa mg fc kaplet,co amoxiclav dexa mg fc,co amoxiclav dexa mg fc,6.0,5.0,1.0,16.7
Klik K24,CO AMOXICLAV MEPRO 625MG FC TABLET,co amoxiclav mepro,co amoxiclav mepro mg fc tablet,co amoxiclav mepro mg fc tablet,co amoxiclav mepro mg fc tablet,6.0,6.0,0.0,0.0
Klik K24,AMOXICILLIN BERNOFARM 500MG CAPL 100S,amoxicillin,amoxicillin bernofarm mg capl s,amoxicillin bernofarm mg capl,amoxicillin bernofarm mg capl,5.0,4.0,1.0,20.0
Klik K24,YUSIMOX 500MG KAPLET,yusimox,yusimox mg kaplet,yusimox mg,yusimox mg,3.0,2.0,1.0,33.3
Klik K24,INFATRIM F 960MG TABLET,infatrim,infatrim f mg tablet,infatrim mg tablet,infatrim mg tablet,4.0,3.0,1.0,25.0
Klik K24,SUPRAMOX 500MG TABLET,supramox,supramox mg tablet,supramox mg tablet,supramox mg tablet,3.0,3.0,0.0,0.0
Klik K24,KALMOXILIN 500MG KAPLET,kalmoxilin,kalmoxilin mg kaplet,kalmoxilin mg,kalmoxilin mg,3.0,2.0,1.0,33.3
Klik K24,HUKI COTTON BUDS BOX,huki cotton buds,huki cotton buds box,huki cotton buds,huki cotton buds,4.0,3.0,1.0,25.0
Klik K24,HUKI COTTON BUDS POT,huki cotton buds,huki cotton buds pot,huki cotton buds pot,huki cotton buds pot,4.0,4.0,0.0,0.0
Klik K24,LIZOR TABLET 500MG,lizor,lizor tablet mg,lizor tablet mg,lizor tablet mg,3.0,3.0,0.0,0.0
Klik K24,CLABAT F 500MG TABLET,clabat,clabat f mg tablet,clabat mg tablet,clabat mg tablet,4.0,3.0,1.0,25.0
Klik K24,LINDACYN 150MG KAPSUL,lindacyn kapsul,lindacyn mg kapsul,lindacyn mg kapsul,lindacyn mg kapsul,3.0,3.0,0.0,0.0
Klik K24,LINDACYN 300MG KAPSUL,lindacyn kapsul,lindacyn mg kapsul,lindacyn mg kapsul,lindacyn mg kapsul,3.0,3.0,0.0,0.0
Klik K24,SANPRIMA SYR,sanprima sirup,sanprima syr,sanprima syr,sanprima syr,2.0,2.0,0.0,0.0
Klik K24,CATAFLAM 50MG TABLET,cataflam,cataflam mg tablet,cataflam mg tablet,cataflam mg tablet,3.0,3.0,0.0,0.0
Klik K24,NEURALGIN RX TABLET,neuralgin rx,neuralgin rx tablet,neuralgin rx tablet,neuralgin rx tablet,3.0,3.0,0.0,0.0
Klik K24,PONSTAN 500MG TABLET,ponstan,ponstan mg tablet,ponstan mg tablet,ponstan mg tablet,3.0,3.0,0.0,0.0
Klik K24,CHARM BODYFIT EXT MAXI WING,charm bodyfit,charm bodyfit ext maxi wing,charm bodyfit ext maxi wing,charm bodyfit ext maxi wing,5.0,5.0,0.0,0.0
Klik K24,CHARM BODY FIT EXTRA COMFORT WING 26CM ISI 8PCS,charm body fit,charm body fit extra comfort wing cm isi pcs,charm body extra comfort wing,charm body extra comfort wing,9.0,5.0,4.0,44.4
Klik K24,CHARM BODYFIT EXTRA MAXI WING,charm bodyfit,charm bodyfit extra maxi wing,charm bodyfit extra maxi wing,charm bodyfit extra maxi wing,5.0,5.0,0.0,0.0
Klik K24,LAURIER AD SUPER MAXI WING,laurier ad,laurier ad super maxi wing,laurier ad maxi wing,laurier ad maxi wing,5.0,4.0,1.0,20.0
Klik K24,LAURIER AD SUPER MAXI,laurier ad,laurier ad super maxi,laurier ad maxi,laurier ad maxi,4.0,3.0,1.0,25.0
Klik K24,LAURIER AD SUPER MAXI NON WING,laurier ad,laurier ad super maxi non wing,laurier ad maxi non wing,laurier ad maxi non wing,6.0,5.0,1.0,16.7
Klik K24,AVAIL BEAUTY PANTILINER (HIJAU),avail beauty pantiliner,avail beauty pantiliner hijau,avail beauty pantiliner,avail beauty pantiliner,4.0,3.0,1.0,25.0
Klik K24,CHARM BF EXT MAXI,charm bf ext,charm bf ext maxi,charm bf ext maxi,charm bf ext maxi,4.0,4.0,0.0,0.0
Klik K24,AVAIL BEAUTY DAY USE (BIRU),avail beauty,avail beauty day use biru,avail beauty day use,avail beauty day use,5.0,4.0,1.0,20.0
Klik K24,AVAIL BEAUTY NIGHT USE (PINK),avail beauty,avail beauty night use pink,avail beauty night use pink,avail beauty night use pink,5.0,5.0,0.0,0.0
Klik K24,LAURIER RELAX NIGHT WING 35CM,laurier relax night,laurier relax night wing cm,laurier relax night wing,laurier relax night wing,5.0,4.0,1.0,20.0
Klik K24,PYTRAMIC 500MG KAPSUL,pytramic,pytramic mg kapsul,pytramic mg kapsul,pytramic mg kapsul,3.0,3.0,0.0,0.0
Klik K24,FEMINAX LANCAR HAID CAIR 15ML (isi 12 sachet),feminax lancar haid,feminax lancar haid cair ml isi sachet,feminax haid,feminax haid,8.0,2.0,6.0,75.0
Klik K24,CHARM BODYFIT EXT MAXI NON WING,charm bodyfit,charm bodyfit ext maxi non wing,charm bodyfit ext maxi non wing,charm bodyfit ext maxi non wing,6.0,6.0,0.0,0.0
Klik K24,DACCO PEMBALUT WANITA BERSALIN&NIFAS M,dacco pembalut,dacco pembalut wanita bersalinnifas m,dacco pembalut bersalinnifas,dacco balut bersalinnifas,5.0,3.0,2.0,40.0
Klik K24,IFREE PAD TERAPI HANGAT PEREDA NYERI HAID (1 Pack isi 2),ifree pad terapi,ifree pad terapi hangat pereda nyeri haid pack isi,ifree pad terapi pereda nyeri haid,ifree pad terapi reda nyeri haid,11.0,6.0,5.0,45.5
Klik K24,FEMINAX LANCAR HAID CAIR 15ML (1 Dos isi 5 Sachet),feminax lancar haid,feminax lancar haid cair ml dos isi sachet,feminax haid dos,feminax haid dos,10.0,3.0,7.0,70.0
Klik K24,KAPAS PEMBALUT 25G,kapas pembalut,kapas pembalut g,kapas pembalut,kapas balut,3.0,2.0,1.0,33.3
Klik K24,DUPHASTON 10MG TABLET,duphaston,duphaston mg tablet,duphaston mg tablet,duphaston mg tablet,3.0,3.0,0.0,0.0
Klik K24,ADINDA KAPAS PEMBALUT 50G,adinda kapas,adinda kapas pembalut g,adinda kapas pembalut,adinda kapas balut,4.0,3.0,1.0,25.0
Klik K24,KAPAS PEMBALUT ADINDA 25G,kapas pembalut adinda,kapas pembalut adinda g,kapas pembalut adinda,kapas balut adinda,4.0,3.0,1.0,25.0
Klik K24,KAPAS PEMBALUT ADINDA 500G,kapas pembalut adinda,kapas pembalut adinda g,kapas pembalut adinda,kapas balut adinda,4.0,3.0,1.0,25.0
Klik K24,DRC KAPAS PEMBALUT 25G,drc kapas pembalut,drc kapas pembalut g,drc kapas pembalut,drc kapas balut,4.0,3.0,1.0,25.0
Klik K24,ADINDA KAPAS PEMBALUT 250G,adinda kapas,adinda kapas pembalut g,adinda kapas pembalut,adinda kapas balut,4.0,3.0,1.0,25.0
Klik K24,HUSADA KAPAS PEMBALUT 250G,husada kapas,husada kapas pembalut g,husada kapas pembalut,husada kapas balut,4.0,3.0,1.0,25.0
Klik K24,NASACO KAPAS PEMBALUT 50G,nasaco kapas,nasaco kapas pembalut g,nasaco kapas pembalut,nasaco kapas balut,4.0,3.0,1.0,25.0
Klik K24,HDC KAPAS PEMBALUT 100G,hdc kapas,hdc kapas pembalut g,hdc kapas pembalut,hdc kapas balut,4.0,3.0,1.0,25.0
Klik K24,HK KAPAS PEMBALUT 500G,hk kapas pembalut,hk kapas pembalut g,hk kapas pembalut,hk kapas balut,4.0,3.0,1.0,25.0
Klik K24,Q LIFE MENSTRUAL CARE SACHET,q life menstrual care,q life menstrual care sachet,life menstrual care,life menstrual care,5.0,3.0,2.0,40.0
Klik K24,LACTO B SACHET,lacto b,lacto b sachet,lacto,lacto,3.0,1.0,2.0,66.7
Klik K24,PROVE D3 5000IU CHEW TABLET,prove d3,prove d iu chew tablet,prove iu chew tablet,prove iu chew tablet,5.0,4.0,1.0,20.0
Klik K24,DOHIXAT 100MG TABLET,dohixat,dohixat mg tablet,dohixat mg tablet,dohixat mg tablet,3.0,3.0,0.0,0.0
Klik K24,KAPAS SELECTION 35G,kapas selection,kapas selection g,kapas selection,kapas selection,3.0,2.0,1.0,33.3
Klik K24,KAPAS SELECTION 75G,kapas selection,kapas selection g,kapas selection,kapas selection,3.0,2.0,1.0,33.3
Klik K24,KAPAS SELECTION 50G,kapas selection,kapas selection g,kapas selection,kapas selection,3.0,2.0,1.0,33.3
Klik K24,NATURE PLUS VITAMIN D3 400IU,vitamin d3,nature plus vitamin d iu,nature vitamin iu,nature vitamin iu,5.0,3.0,2.0,40.0
Klik K24,NATURE HEALTH VITAMIN E400IU KAPSUL,vitamin e,nature health vitamin eiu kapsul,nature health vitamin eiu kapsul,nature health vitamin eiu kapsul,5.0,5.0,0.0,0.0
Klik K24,DARSI KAPSUL (1 Dos isi 12 Kapsul),darsi kapsul,darsi kapsul dos isi kapsul,darsi kapsul dos kapsul,darsi kapsul dos kapsul,7.0,4.0,3.0,42.9
Klik K24,HEMAVITON C1000 ORANGE 330ML,hemaviton,hemaviton c orange ml,hemaviton orange,hemaviton orange,4.0,2.0,2.0,50.0
Klik K24,MELANOX ES 15GR,melanox es,melanox es gr,melanox es,melanox es,3.0,2.0,1.0,33.3
Klik K24,MELANOX PREMIUM CR 14G,melanox premium cr,melanox premium cr g,melanox cr,melanox cr,4.0,2.0,2.0,50.0
Klik K24,CETAPHIL MOISTURIZING CREAM 100G,cetaphil moisturizing cream,cetaphil moisturizing cream g,cetaphil moisturizing cream,cetaphil moisturizing cream,4.0,3.0,1.0,25.0
Klik K24,CETAPHIL MOISTURIZING LOTION 200ML,cetaphil moisturizing lotion,cetaphil moisturizing lotion ml,cetaphil moisturizing lotion,cetaphil moisturizing lotion,4.0,3.0,1.0,25.0
Klik K24,ONE MED KAPAS PEMBALUT 50G,one med kapas,one med kapas pembalut g,one med kapas pembalut,one med kapas balut,5.0,4.0,1.0,20.0
Klik K24,KAPAS PEMBALUT MASA HUSADA INDONESIA 100G,kapsa pembalut,kapas pembalut masa husada indonesia g,kapas pembalut husada indonesia,kapas balut husada indonesia,6.0,4.0,2.0,33.3
Klik K24,ONE MED KAPAS BOLA BESAR (isi 100),one med kapas,one med kapas bola besar isi,one med kapas bola,one med kapas bola,7.0,4.0,3.0,42.9
Klik K24,MARCKS BEDAK BEAUTY POWDER PUTIH 40G,marcks bedak beauty powder,marcks bedak beauty powder putih g,marcks bedak beauty powder,marcks bedak beauty powder,6.0,4.0,2.0,33.3
Klik K24,BEDAK BIANG KERINGAT KONICARE 80G,bedak biang keringat,bedak biang keringat konicare g,bedak biang keringat konicare,bedak biang keringat konicare,5.0,4.0,1.0,20.0
Klik K24,DRAGON SALICYL MENTHOL BEDAK 100G,dragon salicyl menthol bedak,dragon salicyl menthol bedak g,dragon salicyl menthol bedak,dragon salicyl menthol bedak,5.0,4.0,1.0,20.0
Klik K24,BEDAK SALICYL CAP GAJAH 100G,bedak salicyl gajah,bedak salicyl cap gajah g,bedak salicyl cap gajah,bedak salicyl cap gajah,5.0,4.0,1.0,20.0
Klik K24,ACNE COVER FUN PACK NEXCARE,acne cover fun pack nexcare,acne cover fun pack nexcare,acne cover fun nexcare,acne cover fun nexcare,5.0,4.0,1.0,20.0
Klik K24,NOURISH ACNE PLAST FUN PATCH (isi 24 pcs),nourish acne plast fun patch,nourish acne plast fun patch isi pcs,nourish acne plast fun patch,nourish acne plast fun patch,8.0,5.0,3.0,37.5
Klik K24,VITACID 0.05% GEL 20G,vitacid gel,vitacid gel g,vitacid gel,vitacid gel,4.0,2.0,2.0,50.0
Klik K24,VITACID 0.1% GEL 20G,vitacid gel,vitacid gel g,vitacid gel,vitacid gel,4.0,2.0,2.0,50.0
Klik K24,CETAPHIL DAILY ADVANCE ULTRA HYDRATING LOTION 85G,cetaphil daily advance lotion,cetaphil daily advance ultra hydrating lotion g,cetaphil daily advance hydrating lotion,cetaphil daily advance hydrating lotion,7.0,5.0,2.0,28.6
Klik K24,VITAMIN B1 IPI,vitamin b1,vitamin b ipi,vitamin ipi,vitamin ipi,3.0,2.0,1.0,33.3
Klik K24,MEFINAL 500MG TABLET,mefinal,mefinal mg tablet,mefinal mg tablet,mefinal mg tablet,3.0,3.0,0.0,0.0
Klik K24,AMOXSAN 500MG KAPSUL,amoxsan,amoxsan mg kapsul,amoxsan mg kapsul,amoxsan mg kapsul,3.0,3.0,0.0,0.0
Klik K24,SUMAGESIC TABLET,sumagesic,sumagesic tablet,sumagesic tablet,sumagesic tablet,2.0,2.0,0.0,0.0
Klik K24,ULTRACAP,ultracap,ultracap,ultracap,ultracap,1.0,1.0,0.0,0.0
Klik K24,SUMBAWA HOT IN CREAM AROMATHERAPY PUMP 120ML,sumbawa hot in cream,sumbawa hot in cream aromatherapy pump ml,sumbawa hot in cream aromatherapy pump,sumbawa hot in cream aromatherapy pump,7.0,6.0,1.0,14.3
Klik K24,NEO RHEUMACYL EXTRA HOT CR 25G,neo rheumacyl,neo rheumacyl extra hot cr g,neo rheumacyl extra hot cr,neo rheumacyl extra hot cr,6.0,5.0,1.0,16.7
Klik K24,HANSAPLAST HANGAT KOYO RENCENG,hansaplast hangat koyo,hansaplast hangat koyo renceng,hansaplast koyo renceng,hansaplast koyo renceng,4.0,3.0,1.0,25.0
Klik K24,SALONPAS CREAM 30G,salonpas cream,salonpas cream g,salonpas cream,salonpas cream,3.0,2.0,1.0,33.3
Klik K24,SALONPAS KOYO HIJAU,salonpas koyo,salonpas koyo hijau,salonpas koyo,salonpas koyo,3.0,2.0,1.0,33.3
Klik K24,PARAMEX NYERI OTOT TABLET,parameks nyeri otot,paramex nyeri otot tablet,paramex nyeri otot tablet,paramex nyeri otot tablet,4.0,4.0,0.0,0.0
Klik K24,PILKITA PEGAL LINU TABLET,pilkita pegal linu,pilkita pegal linu tablet,pilkita linu tablet,pilkita linu tablet,4.0,3.0,1.0,25.0
Klik K24,KIRANTI PEGAL LINU 150ML,kiran pegal linu,kiranti pegal linu ml,kiranti linu,kiranti linu,4.0,2.0,2.0,50.0
Klik K24,HOTIN STRONG TUBE 60G,hotin strong,hotin strong tube g,hotin strong tube,hotin strong tube,4.0,3.0,1.0,25.0
Klik K24,SUMBAWA HOT IN CR PUMP 120ML,sumbawa hot in cr pump,sumbawa hot in cr pump ml,sumbawa hot in cr pump,sumbawa hot in cr pump,6.0,5.0,1.0,16.7
Klik K24,OPPO ANKLE SUPPORT M 1001,oppo ankle support,oppo ankle support m,oppo ankle support,oppo ankle support,5.0,3.0,2.0,40.0
Klik K24,OPPO ANKLE SUPPORT S 1001,oppo ankle support,oppo ankle support s,oppo ankle support,oppo ankle support,5.0,3.0,2.0,40.0
Klik K24,NEO RHEUMACYL HOT CR 108ML BOTOL,neo rheumacyl,neo rheumacyl hot cr ml botol,neo rheumacyl hot cr,neo rheumacyl hot cr,6.0,4.0,2.0,33.3
Klik K24,STOP X CR 30G,stop x cr,stop x cr g,stop cr,stop cr,4.0,2.0,2.0,50.0
Klik K24,ARTRODAR TABLET,artrodar,artrodar tablet,artrodar tablet,artrodar tablet,2.0,2.0,0.0,0.0
Klik K24,NUTRAFOR JOINTS PWD VANILA MILK 21G,nutrafor joints pwd vanila milk,nutrafor joints pwd vanila milk g,nutrafor joints pwd vanila milk,nutrafor joints pwd vanila milk,6.0,5.0,1.0,16.7
Klik K24,SYALOX 300P TABLET,syalox,syalox p tablet,syalox tablet,syalox tablet,3.0,2.0,1.0,33.3
Klik K24,NUTRIMAX OSTEOGARD (1 botol isi 30 tablet salut selaput),nutrimax osteogard,nutrimax osteogard botol isi tablet salut selaput,nutrimax osteogard tablet salut selaput,nutrimax osteogard tablet salut selaput,9.0,5.0,4.0,44.4
Klik K24,BENVIT ETAWA PLATINUM GINSENG JAHE 200G BOX,benvit etawa ginseng jahe,benvit etawa platinum ginseng jahe g box,benvit etawa platinum ginseng jahe,benvit etawa platinum ginseng jahe,7.0,5.0,2.0,28.6
Klik K24,NEO RHEUMACYL EUCALYPTUS CR 25G,neo rheumacyl eucalyptus,neo rheumacyl eucalyptus cr g,neo rheumacyl eucalyptus cr,neo rheumacyl eucalyptus cr,5.0,4.0,1.0,20.0
Klik K24,FLEXAMINE CR 30G,flexamine cr,flexamine cr g,flexamine cr,flexamine cr,3.0,2.0,1.0,33.3
Klik K24,FLEXAMINE CR 15G,flexamine cr,flexamine cr g,flexamine cr,flexamine cr,3.0,2.0,1.0,33.3
Klik K24,NEO RHEUMACYL ORALINU 15ML SACH,neo rheumacyl oralinu,neo rheumacyl oralinu ml sach,neo rheumacyl oralinu sach,neo rheumacyl oralinu sach,5.0,4.0,1.0,20.0
Klik K24,BLACKMORES CALCIMAG MULTI TABLET (1 Botol isi 60),blackmores calcimag,blackmores calcimag multi tablet botol isi,blackmores calcimag multi tablet,blackmores calcimag multi tablet,8.0,4.0,4.0,50.0
Klik K24,LAFALOS CR 20G,lafalos cr,lafalos cr g,lafalos cr,lafalos cr,3.0,2.0,1.0,33.3
Klik K24,HOTIN DCL EMULGEL 30GR,hotin dcl emulgel,hotin dcl emulgel gr,hotin dcl emulgel,hotin dcl emulgel,4.0,3.0,1.0,25.0
Klik K24,HOTIN DCL EMULGEL 60G,hotin dcl emulgel,hotin dcl emulgel g,hotin dcl emulgel,hotin dcl emulgel,4.0,3.0,1.0,25.0
Klik K24,SALONPAS KOYO MERAH HOT (1 Sachet isi 12 lembar),salonpas koyo merah,salonpas koyo merah hot sachet isi lembar,salonpas koyo hot,salonpas koyo hot,9.0,3.0,6.0,66.7
Klik K24,HOTIN CREAM STRONG 120G TUBE,hotin cream,hotin cream strong g tube,hotin cream strong tube,hotin cream strong tube,5.0,4.0,1.0,20.0
Klik K24,BECOM C TABLET,become c,becom c tablet,becom tablet,becom tablet,3.0,2.0,1.0,33.3
Klik K24,TOLAK ANGIN CAIR PLUS MADU 15ML (1 Box isi 12 Sachet),tolak angin cair plus madu,tolak angin cair plus madu ml box isi sachet,tolak angin madu,tolak angin madu,11.0,3.0,8.0,72.7
Klik K24,ANTANGIN CAIR JUNIOR HONEY MINT SACH,antangin cair junior honey mint,antangin cair junior honey mint sach,antangin honey mint sach,antangin honey mint sach,6.0,4.0,2.0,33.3
Klik K24,MADU TJ MASUK ANGIN 140G,madu tj masuk angin,madu tj masuk angin g,madu tj masuk angin,madu tj masuk angin,5.0,4.0,1.0,20.0
