Source,Nama Produk,Extracted,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Shopee,3x Pakai SPA Rempah Ratus Cebok Miss V Rapet Alami Ratus Uap Manjakani Majakani Rempah Ratus Miss V,spa rempah ratus cebok miss v rapet alami,x pakai spa rempah ratus cebok miss v rapet alami ratus uap manjakani majakani rempah ratus miss v,pakai spa rempah ratus cebok miss rapet ratus uap manjakani majakani rempah ratus miss,pakai spa rempah ratus cebok miss rapet ratus uap manjakani majakani rempah ratus miss,18.0,14.0,4.0,22.2
Shopee,Alat test ovulasi Ovulation Test LH Test strip test kesuburan Ovutes,ovulasi test,alat test ovulasi ovulation test lh test strip test kesuburan ovutes,alat test ovulasi ovulation test lh test strip test kesuburan ovutes,alat test ovulasi ovulation test lh test strip test subur ovutes,11.0,11.0,0.0,0.0
Shopee,(SKR) 3 Pcs Tes Kesuburan Ovulasi / 1 Pc Tes Hamil Andalan Strip - Ovulation Test Testpack Pack Strips LH Andalan Cassete,tes kesuburan ovulasi,skr pcs tes kesuburan ovulasi pc tes hamil andalan strip ovulation test testpack pack strips lh andalan cassete,skr tes kesuburan ovulasi tes hamil andalan strip ovulation test testpack strips lh andalan cassete,skr tes subur ovulasi tes hamil andal strip ovulation test testpack strips lh andal cassete,22.0,15.0,7.0,31.8
Shopee,ROSE V NASA ORIGINAL EXTRA BONUS,rose v nasa,rose v nasa original extra bonus,rose nasa extra bonus,rose nasa extra bonus,6.0,4.0,2.0,33.3
Shopee,Ovulation LH Test Strip / Tes Kesuburan Ovulasi Wanita Onehealth per Pcs,ovulation lh test strip,ovulation lh test strip tes kesuburan ovulasi wanita onehealth per pcs,ovulation lh test strip tes kesuburan ovulasi onehealth,ovulation lh test strip tes subur ovulasi onehealth,12.0,8.0,4.0,33.3
Shopee,ECER - Tes Kehamilan Onemed - Testpack OneMed,tes kehamilan one med,ecer tes kehamilan onemed testpack onemed,tes kehamilan onemed testpack onemed,tes hamil onemed testpack onemed,8.0,5.0,3.0,37.5
Shopee,Strip Tes Hamil Hcg Testpack Onemed,tes hamil,strip tes hamil hcg testpack onemed,strip tes hamil hcg testpack onemed,strip tes hamil hcg testpack onemed,6.0,6.0,0.0,0.0
Shopee,Test pack hamil ONEMED 1 PCS tes kehamilan testpack tespek hamil,onemed tes kehamilan,test pack hamil onemed pcs tes kehamilan testpack tespek hamil,test hamil onemed tes kehamilan testpack tespek hamil,test hamil onemed tes hamil testpack tespek hamil,11.0,8.0,3.0,27.3
Shopee,Pil manjakani dayak kembali perawan putri dayak kalimantan,pil manjakani,pil manjakani dayak kembali perawan putri dayak kalimantan,pil manjakani dayak perawan putri dayak kalimantan,pil manjakani dayak perawan putri dayak kalimantan,8.0,7.0,1.0,12.5
Shopee,LH OVULATION PAKET TES OVULASI + URINE CUP PINK dan UNGU TEST STRIP KESUBURAN ALAT DETEKSI MASA SUBUR bukan test pack hamil kehamilan,ovulasi tes kesuburan,lh ovulation paket tes ovulasi urine cup pink dan ungu test strip kesuburan alat deteksi masa subur bukan test pack hamil kehamilan,lh ovulation tes ovulasi urine cup pink test strip kesuburan alat deteksi test hamil kehamilan,lh ovulation tes ovulasi urine cup pink test strip subur alat deteksi test hamil hamil,23.0,15.0,8.0,34.8
Shopee,"isi 6 pcs Menspad, Pembalut Kain Cuci Ulang Murah , Menstrual Pad , Pembalut Wanita",menspad pembalut kain cuci ulang,isi pcs menspad pembalut kain cuci ulang murah menstrual pad pembalut wanita,menspad pembalut kain ulang menstrual pad pembalut,menspad balut kain ulang menstrual pad balut,15.0,7.0,8.0,53.3
Shopee,Missy Gentle Freeze Pembalut Pantyliner Wanita Original Anti Bakteri Jamur Softex Super Thin,missy gentle pembalut,missy gentle freeze pembalut pantyliner wanita original anti bakteri jamur softex super thin,missy gentle freeze pembalut pantyliner anti bakteri jamur softex thin,missy gentle freeze balut pantyliner anti bakteri jamur softex thin,13.0,10.0,3.0,23.1
Shopee,Ovutest Ovulation Test Dengan Privasi Aman,ovutest ovulation test,ovutest ovulation test dengan privasi aman,ovutest ovulation test privasi,ovutest ovulation test privasi,6.0,4.0,2.0,33.3
Shopee,CRYSTAL X ORIGINAL NASA Cristal X ASLI Kristal X Nasa Solusi Masalah Kewanitaan Terbaik Dan Terampuh,kristal x,crystal x original nasa cristal x asli kristal x nasa solusi masalah kewanitaan terbaik dan terampuh,crystal nasa cristal kristal nasa solusi kewanitaan terbaik terampuh,crystal nasa cristal kristal nasa solusi wanita baik ampuh,16.0,9.0,7.0,43.8
Shopee,Tes pack hamil / tespek / tes kehamilan STERIL,tespek kehamilan,tes pack hamil tespek tes kehamilan steril,tes hamil tespek tes kehamilan,tes hamil tespek tes hamil,9.0,5.0,4.0,44.4
Shopee,Softex Daun Sirih + Vitamin E Non Wing 23Cm 18s x 2 Pack - Pembalut Daun Sirih Siang,softex daun sirih,softex daun sirih vitamin e non wing cm s x pack pembalut daun sirih siang,softex daun sirih vitamin non wing pembalut daun sirih,softex daun sirih vitamin non wing balut daun sirih,18.0,9.0,9.0,50.0
Shopee,Vicks Vaporub Balsem Meringankan Gejala Batuk dan Pilek 25gr,vicks vaporub,vicks vaporub balsem meringankan gejala batuk dan pilek gr,vicks vaporub balsem meringankan gejala batuk pilek,vicks vaporub balsem ringan gejala batuk pilek,9.0,7.0,2.0,22.2
Shopee,Laurier Super Slim Guard Day 25Cm 16S Pembalut Twinpack,laurier pembalut,laurier super slim guard day cm s pembalut twinpack,laurier slim guard day pembalut twinpack,laurier slim guard day balut twinpack,9.0,6.0,3.0,33.3
Shopee,Pro Hamil Test Onemed Tes Hamil Onemed Tes Kehamilan Tes Hamil Pro Onemed hCG Urine Strip Test Pregnancy Test Strip Onemed,tes hamil onemed,pro hamil test onemed tes hamil onemed tes kehamilan tes hamil pro onemed hcg urine strip test pregnancy test strip onemed,pro hamil test onemed tes hamil onemed tes kehamilan tes hamil pro onemed hcg urine strip test pregnancy test strip onemed,pro hamil test onemed tes hamil onemed tes hamil tes hamil pro onemed hcg urine strip test pregnancy test strip onemed,21.0,21.0,0.0,0.0
Shopee,HCG Preganancy Test Hamil Strip GP Care / Alat Tes Kehamilan,hcg pregnancy test,hcg preganancy test hamil strip gp care alat tes kehamilan,hcg preganancy test hamil strip gp care alat tes kehamilan,hcg preganancy test hamil strip gp care alat tes hamil,11.0,10.0,1.0,9.1
Shopee,Tulip Facial Tissue 1Kg / Tisu Wajah 1000gr,tulip facial tissue,tulip facial tissue kg tisu wajah gr,tulip facial tissue tisu wajah,tulip facial tissue tisu wajah,8.0,5.0,3.0,37.5
Shopee,Andalan Pregnancy Test Alat Tes Hamil Kehamilan Kesuburan,andalan pregnancy test,andalan pregnancy test alat tes hamil kehamilan kesuburan,andalan pregnancy test alat tes hamil kehamilan kesuburan,andal pregnancy test alat tes hamil hamil subur,8.0,8.0,0.0,0.0
Shopee,Softex Celana Menstruasi All Size 2s x 3 Pack - Pembalut Celana - Spesial Bulan Ungu,softex celana menstruasi,softex celana menstruasi all size s x pack pembalut celana spesial bulan ungu,softex celana menstruasi pembalut celana,softex celana menstruasi balut celana,16.0,5.0,11.0,68.8
Shopee,(SKR) GROSIR 1 Strip test LH Ovulation Pink / Ovulasi masa subur / Tes Kesuburan / Baby ovutest / Fertility Strip,strip test lh ovulasi,skr grosir strip test lh ovulation pink ovulasi masa subur tes kesuburan baby ovutest fertility strip,skr strip test lh ovulation pink ovulasi tes kesuburan baby ovutest fertility strip,skr strip test lh ovulation pink ovulasi tes subur baby ovutest fertility strip,21.0,13.0,8.0,38.1
Shopee,TEST HAMIL ONEMED / TESPACK / ALAT TES HAMIL,tespack alat tes hamil,test hamil onemed tespack alat tes hamil,test hamil onemed tespack alat tes hamil,test hamil onemed tespack alat tes hamil,9.0,7.0,2.0,22.2
Shopee,Softex Daun Sirih + Vitamin E 3in1 16s x 2 Pack - Pembalut Daun Sirih,softex daun sirih + vitamin e,softex daun sirih vitamin e in s x pack pembalut daun sirih,softex daun sirih vitamin in pembalut daun sirih,softex daun sirih vitamin in balut daun sirih,15.0,8.0,7.0,46.7
Shopee,Softex Maternity Isi 10 & 20bh Panjang 45cm / Pembalut Ibu Bersalin,softex maternity pembalut,softex maternity isi bh panjang cm pembalut ibu bersalin,softex maternity bh pembalut bersalin,softex maternity bh balut salin,12.0,5.0,7.0,58.3
Shopee,OneMed Test Kehamilan Instan (Ecer),onemed test kehamilan,onemed test kehamilan instan ecer,onemed test kehamilan,onemed test hamil,5.0,3.0,2.0,40.0
Shopee,Sepet Arum Bubuk Cebok Wasiat Ratu/Sepet Arum Bubuk Cebok Wangi Eceran 1 Sachet,sepet arum bubuk cebok,sepet arum bubuk cebok wasiat ratusepet arum bubuk cebok wangi eceran sachet,arum bubuk cebok wasiat ratusepet arum bubuk cebok eceran,arum bubuk cebok wasiat ratusepet arum bubuk cebok ecer,13.0,9.0,4.0,30.8
Shopee,PENGENCANG PAYUDARA Dr.Susan Beauty Breast Cream SECARA ALAMI,penencang payudara dr susan beauty breast cream,pengencang payudara drsusan beauty breast cream secara alami,pengencang payudara drsusan beauty breast cream,encang payudara drsusan beauty breast cream,8.0,6.0,2.0,25.0
Shopee,Test kehamilan instan onemed dan STERIL per (Box),test kehamilan instan onemed,test kehamilan instan onemed dan steril per box,test kehamilan onemed,test hamil onemed,8.0,3.0,5.0,62.5
Shopee,Tes Masa Subur Ovulation LH Strip Ovulasi Ovutest,ovulation lh strip,tes masa subur ovulation lh strip ovulasi ovutest,tes ovulation lh strip ovulasi ovutest,tes ovulation lh strip ovulasi ovutest,8.0,6.0,2.0,25.0
Shopee,Softex Maternity Breast Pad 50 Pads,softex maternity breast pad,softex maternity breast pad pads,softex maternity breast pad pads,softex maternity breast pad pads,6.0,5.0,1.0,16.7
Shopee,Menspad Nadnad Pembalut Kain Cuci Ulang Murah / Menstrual Pad Pembalut Wanita [ Bunda Altaf ],menspad pembalut,menspad nadnad pembalut kain cuci ulang murah menstrual pad pembalut wanita bunda altaf,menspad nadnad pembalut kain ulang menstrual pad pembalut bunda altaf,menspad nadnad balut kain ulang menstrual pad balut bunda altaf,16.0,10.0,6.0,37.5
Shopee,Laurier Healthy Skin Pembalut Wanita Night Irritation Free 30cm Wing Cegah Iritasi Dengan Permukaan Breathable 3D Bergelombang Isi 8 Buah Twin Pack,laurier pembalut,laurier healthy skin pembalut wanita night irritation free cm wing cegah iritasi dengan permukaan breathable d bergelombang isi buah twin pack,laurier healthy skin pembalut night irritation wing cegah iritasi permukaan breathable bergelombang twin,laurier healthy skin balut night irritation wing cegah iritasi muka breathable gelombang twin,22.0,13.0,9.0,40.9
Shopee,TES OVULASI (LH) OVULATION TEST STRIP ALAT TES MASA SUBUR GROSIR PINK OVUTEST PROMIL,tes ovulasi,tes ovulasi lh ovulation test strip alat tes masa subur grosir pink ovutest promil,tes ovulasi lh ovulation test strip alat tes pink ovutest promil,tes ovulasi lh ovulation test strip alat tes pink ovutest promil,14.0,11.0,3.0,21.4
Shopee,Charm Long & Wide Pantyliner Absorbent Fit Breathable Non Perfumed 40 Pads - 3 Packs,charm pantyliner,charm long wide pantyliner absorbent fit breathable non perfumed pads packs,charm long wide pantyliner absorbent breathable non perfumed pads packs,charm long wide pantyliner absorbent breathable non perfumed pads packs,15.0,10.0,5.0,33.3
Shopee,Menspad Pembalut Kain Wanita Cuci Ulang Murah Ayya,menspad pembalut,menspad pembalut kain wanita cuci ulang murah ayya,menspad pembalut kain ulang ayya,menspad balut kain ulang ayya,8.0,5.0,3.0,37.5
Shopee,Softex Maternity 45cm 20s x 2 Pack - Pembalut Bersalin dan Nifas,softex maternity pembalut,softex maternity cm s x pack pembalut bersalin dan nifas,softex maternity pembalut bersalin nifas,softex maternity balut salin nifas,12.0,5.0,7.0,58.3
Shopee,Softex Comfort Night 42cm 8 pads - Pembalut Malam - Spesial Bulan Ungu,softex comfort night,softex comfort night cm pads pembalut malam spesial bulan ungu,softex comfort night pads pembalut malam,softex comfort night pads balut malam,13.0,6.0,7.0,53.8
Shopee,Softex Beary Cool Night 29cm 10s,softex beary cool,softex beary cool night cm s,softex beary cool night,softex beary cool night,6.0,4.0,2.0,33.3
Shopee,YOONA Day Pads | 10's - 24.5cm / Pembalut Organik / Organic Pads,yoono day pads,yoona day pads s cm pembalut organik organic pads,yoona day pads pembalut organic pads,yoona day pads balut organic pads,13.0,6.0,7.0,53.8
Shopee,Wish Premium Manjakani dr Boyke 125ml - Sabun Kewanitaan Sirih + Manjakani Pembersih Area Kewanitaan Herbal,wish premium manjakani,wish premium manjakani dr boyke ml sabun kewanitaan sirih manjakani pembersih area kewanitaan herbal,wish manjakani dr boyke kewanitaan sirih manjakani pembersih area kewanitaan herbal,wish manjakani dr boyke wanita sirih manjakani bersih area wanita herbal,16.0,11.0,5.0,31.2
Shopee,"Herbilogy Women's Care Capsule - Suplemen Herbal Atasi Bau, Gatal dan Becek pada area kewanitaan",herbilogy women's care capsule,herbilogy womens care capsule suplemen herbal atasi bau gatal dan becek pada area kewanitaan,herbilogy womens care capsule suplemen herbal atasi bau area kewanitaan,herbilogy womens care capsule suplemen herbal atas bau area wanita,15.0,10.0,5.0,33.3
Shopee,TES MASA KESUBURAN WANITA PINK ONEHEALTH,tes masa kesuburan wanita,tes masa kesuburan wanita pink onehealth,tes kesuburan pink onehealth,tes subur pink onehealth,6.0,4.0,2.0,33.3
Shopee,NCX Crystal X ORI Cristal X ASLI Kristal X NASA Asli Original Nasa Perawatan Masalah Kewanitaan Terlaris Dan Terbaik,crystal x,ncx crystal x ori cristal x asli kristal x nasa asli original nasa perawatan masalah kewanitaan terlaris dan terbaik,ncx crystal cristal kristal nasa nasa perawatan kewanitaan terbaik,ncx crystal cristal kristal nasa nasa awat wanita baik,19.0,9.0,10.0,52.6
Shopee,Tes Kehamilan / Tes Hamil / Test Kehamilan ECERAN / Test Pack Onemed ECERAN / Tes Kehamilan / Tes kehamilan Onemed / Testpack OneMed / TES HAMIL / ECERAN,tes kehamilan,tes kehamilan tes hamil test kehamilan eceran test pack onemed eceran tes kehamilan tes kehamilan onemed testpack onemed tes hamil eceran,tes kehamilan tes hamil test kehamilan eceran test onemed eceran tes kehamilan tes kehamilan onemed testpack onemed tes hamil eceran,tes hamil tes hamil test hamil ecer test onemed ecer tes hamil tes hamil onemed testpack onemed tes hamil ecer,29.0,20.0,9.0,31.0
Shopee,XPRESS ! Onemed Tes Kehamilan Testpack Akurat dan Sensitif Steril One med Tespek HCG Alat Cek Hamil Pv,onemed tes kehamilan,xpress onemed tes kehamilan testpack akurat dan sensitif steril one med tespek hcg alat cek hamil pv,xpress onemed tes kehamilan testpack one med tespek hcg alat cek hamil pv,xpress onemed tes hamil testpack one med tespek hcg alat cek hamil pv,18.0,13.0,5.0,27.8
Shopee,Ovulation Test / Ovulasi Masa Subur / Testpack Kesuburan Promil / Baby Test / LH Ovutest Strip see,ovulasi test,ovulation test ovulasi masa subur testpack kesuburan promil baby test lh ovutest strip see,ovulation test ovulasi testpack kesuburan promil baby test lh ovutest strip see,ovulation test ovulasi testpack subur promil baby test lh ovutest strip see,18.0,12.0,6.0,33.3
Shopee,Ovulation LH Test Strip / Tes Ovulasi Masa Subur Ovutest Tespack Promil Kesuburan Tespek Program Hamil,ovulation lh test strip,ovulation lh test strip tes ovulasi masa subur ovutest tespack promil kesuburan tespek program hamil,ovulation lh test strip tes ovulasi ovutest tespack promil kesuburan tespek program hamil,ovulation lh test strip tes ovulasi ovutest tespack promil subur tespek program hamil,16.0,13.0,3.0,18.8
Shopee,TESTPACK ONEMED PER PCS ECER,onemed,testpack onemed per pcs ecer,testpack onemed,testpack onemed,5.0,2.0,3.0,60.0
Shopee,Terompet Ear Candle Indian Lilin Pembersih Telinga Aromaterapi kuping Ala India Akura Kuno api,terompet ear candle,terompet ear candle indian lilin pembersih telinga aromaterapi kuping ala india akura kuno api,terompet ear candle indian lilin pembersih telinga aromaterapi kuping ala india akura api,terompet ear candle indian lilin bersih telinga aromaterapi kuping ala india akura api,14.0,13.0,1.0,7.1
Shopee,Test pack hamil 10Miu ULTRAONE Tes kehamilan,ultraone tes kehamilan,test pack hamil miu ultraone tes kehamilan,test hamil miu ultraone tes kehamilan,test hamil miu ultraone tes hamil,7.0,6.0,1.0,14.3
Shopee,avail day use,avail day use,avail day use,avail day use,avail day use,3.0,3.0,0.0,0.0
Shopee,Ovulation test (UNGU) Ovulasi wanita Tes Masa subur Ovulation /LH test strip,ovulation test,ovulation test ungu ovulasi wanita tes masa subur ovulation lh test strip,ovulation test ovulasi tes ovulation lh test strip,ovulation test ovulasi tes ovulation lh test strip,12.0,8.0,4.0,33.3
Shopee,Jamu Pil Sepat Keset Rapet Sabdo Palon Herbal,jamu pil sepat keset rapet sabdo palon,jamu pil sepat keset rapet sabdo palon herbal,jamu pil keset rapet sabdo palon herbal,jamu pil keset rapet sabdo palon herbal,8.0,7.0,1.0,12.5
Shopee,Softex Celana Menstruasi All Size 2s x 5 Pack - Pembalut Celana - Spesial Bulan Ungu,softex celana menstruasi,softex celana menstruasi all size s x pack pembalut celana spesial bulan ungu,softex celana menstruasi pembalut celana,softex celana menstruasi balut celana,16.0,5.0,11.0,68.8
Shopee,Ovulation LH Test Strip Tes Masa Subur Kesuburan Wanita Ovutest Fertitest,ovulation lh test strip,ovulation lh test strip tes masa subur kesuburan wanita ovutest fertitest,ovulation lh test strip tes kesuburan ovutest fertitest,ovulation lh test strip tes subur ovutest fertitest,11.0,8.0,3.0,27.3
Shopee,SENSITIF COMPACT Testpack Test pack Tes hamil test kehamilan PRIVASI AMAN Test Pack Bagus Ori Sensitif Compact Sekali Pakai Alat Test test Kehamilan,testpack tes hamil test kehamilan,sensitif compact testpack test pack tes hamil test kehamilan privasi aman test pack bagus ori sensitif compact sekali pakai alat test test kehamilan,compact testpack test tes hamil test kehamilan privasi test bagus compact pakai alat test test kehamilan,compact testpack test tes hamil test hamil privasi test bagus compact pakai alat test test hamil,23.0,16.0,7.0,30.4
Shopee,SABUN GIOVAN WOMEN (MERAH) KEMASAN BARU / SABUN KEWANITAAN,giovan sabun kewanitaan,sabun giovan women merah kemasan baru sabun kewanitaan,giovan women kewanitaan,giovan women wanita,9.0,3.0,6.0,66.7
Shopee,AMPUUH!! MANJAKANI SR12 / MERAPATKAN DAN MENGHILANGKAN KEPUTIHAN DAN NYERI HAID - PROGRAM HAMIL,ampuuh manjakani,ampuuh manjakani sr merapatkan dan menghilangkan keputihan dan nyeri haid program hamil,ampuuh manjakani sr merapatkan menghilangkan keputihan nyeri haid program hamil,ampuuh manjakani sr rapat hilang putih nyeri haid program hamil,14.0,10.0,4.0,28.6
Shopee,Kondom Fiesta Aneka Rasa Buah Isi 3pc Aroma Mewah,kondom fiesta,kondom fiesta aneka rasa buah isi pc aroma mewah,kondom fiesta aneka aroma,kondom fiesta aneka aroma,9.0,4.0,5.0,55.6
Shopee,Kondom Sutra ISI 3- Merah - Gerigi Biru - Plus Abu-Abu,kondom sutra,kondom sutra isi merah gerigi biru plus abuabu,kondom sutra gerigi abuabu,kondom sutra gerigi abuabu,11.0,4.0,7.0,63.6
Shopee,Kondom Andalan Isi 12pc Lateks Alami Transparan,kondom lateks,kondom andalan isi pc lateks alami transparan,kondom andalan lateks,kondom andal lateks,7.0,3.0,4.0,57.1
Shopee,Kondom Sutra Isi 3 / Isi 12 / Isi 24 Varian Merah / OK Hitam / Gerigi / Plus,kondom sutra,kondom sutra isi isi isi varian merah ok hitam gerigi plus,kondom sutra varian ok gerigi,kondom sutra varian ok gerigi,19.0,5.0,14.0,73.7
Shopee,K4PSL//BLACK PRIA D3WASA HARMONY HERBAL,k4psl black harmony herbal,kpslblack pria dwasa harmony herbal,kpslblack dwasa harmony herbal,kpslblack dwasa harmony herbal,5.0,4.0,1.0,20.0
Shopee,Kapsul Tempur Kuat Tahan Lama Jamu Herbal Original,kapsul tempur,kapsul tempur kuat tahan lama jamu herbal original,kapsul tempur tahan jamu herbal,kapsul tempur tahan jamu herbal,8.0,5.0,3.0,37.5
Shopee,Best - Madu Herbal Alami ST10X – Stamina & Kebugaran Pria – Original 60 ml,madu herbal,best madu herbal alami stx – stamina kebugaran pria – original ml,madu herbal stx stamina kebugaran,madu herbal stx stamina bugar,15.0,5.0,10.0,66.7
Shopee,Magic Power Hitam 1 Box 6 Sachet 1 Box Tissue Magic Privasi Pasti Aman Tisu,magic power hitam,magic power hitam box sachet box tissue magic privasi pasti aman tisu,magic power tissue magic privasi tisu,magic power tissue magic privasi tisu,15.0,6.0,9.0,60.0
Shopee,Kondom Fiesta Delay Isi 3 Pcs,kondom fiesta delay,kondom fiesta delay isi pcs,kondom fiesta delay,kondom fiesta delay,6.0,3.0,3.0,50.0
Shopee,Kondom Sutra Merah Classic Econopack,kondom sutra merah,kondom sutra merah classic econopack,kondom sutra classic econopack,kondom sutra classic econopack,5.0,4.0,1.0,20.0
Shopee,Kondom Andalan Isi 12,kondom andalan,kondom andalan isi,kondom andalan,kondom andal,4.0,2.0,2.0,50.0
Shopee,Kondom Andalan Berulir Alat Kontrapsesi Keluarga Berencana KB,kondom andalan,kondom andalan berulir alat kontrapsesi keluarga berencana kb,kondom andalan berulir alat kontrapsesi keluarga berencana kb,kondom andal ulir alat kontrapsesi keluarga rencana kb,8.0,8.0,0.0,0.0
Shopee,"Kondom Sutra Merah Classic 3 Pcs + 1 Pcs | Kondom Tipis, Murah, Anti Bocor, Kemasan Rahasia | Sofit",kondom sutra merah classic,kondom sutra merah classic pcs pcs kondom tipis murah anti bocor kemasan rahasia sofit,kondom sutra classic kondom anti bocor sofit,kondom sutra classic kondom anti bocor sofit,19.0,7.0,12.0,63.2
Shopee,Kondom Andalan Isi 12 Bertekstur Bergerigi Berulir Beraroma Original | MEDICURE SBY,kondom andalan,kondom andalan isi bertekstur bergerigi berulir beraroma original medicure sby,kondom andalan bertekstur berulir beraroma medicure sby,kondom andal tekstur ulir aroma medicure sby,12.0,7.0,5.0,41.7
Shopee,Kondom Premium - Kondom 001 Efek Prang Sang Climax Berduri Bergerigi Tipis,kondom premium,kondom premium kondom efek prang sang climax berduri bergerigi tipis,kondom kondom efek prang sang climax berduri,kondom kondom efek prang sang climax dur,12.0,7.0,5.0,41.7
Shopee,Kondom Sutra / Sutra Condom OK / GERIGI / PLUS / CLASSIC MERAH ALL VARIANT,sutra kondom,kondom sutra sutra condom ok gerigi plus classic merah all variant,kondom sutra sutra condom ok gerigi classic,kondom sutra sutra condom ok gerigi classic,15.0,7.0,8.0,53.3
Shopee,Kondom Sutra Merah (Isi 3),kondom sutra merah,kondom sutra merah isi,kondom sutra,kondom sutra,5.0,2.0,3.0,60.0
Shopee,[ DIKEMAS RAHASIA ] Sutra Merah Classic Isi 3 + 1 Pcs Econopack / Kondom Tipis Standar Internasional,sutra merah classic,dikemas rahasia sutra merah classic isi pcs econopack kondom tipis standar internasional,dikemas sutra classic econopack kondom internasional,kemas sutra classic econopack kondom internasional,18.0,6.0,12.0,66.7
Shopee,Kapsl Hitam Stamina Pria Dijamin Keras Dan Tahan Lama / Obat Kuat,kapsl hitam stamina pria,kapsl hitam stamina pria dijamin keras dan tahan lama obat kuat,kapsl stamina dijamin tahan obat,kapsl stamina jamin tahan obat,12.0,5.0,7.0,58.3
Shopee,DI JAMIN KU4T BERJ4M-JAM (ISI 4KPSL) MADU HITAM HARMONY,ku4t,di jamin kut berjmjam isi kpsl madu hitam harmony,jamin kut berjmjam kpsl madu harmony,jamin kut berjmjam kpsl madu harmony,9.0,6.0,3.0,33.3
Shopee,Sutra Lubricant Gel 30ml 50ml 120ml Lembut Aman,sutra lubricant gel,sutra lubricant gel ml ml ml lembut aman,sutra lubricant gel,sutra lubricant gel,8.0,3.0,5.0,62.5
Shopee,Magic maxx isi 8 sachet khusus pria,magic maxx,magic maxx isi sachet khusus pria,magic maxx,magic maxx,7.0,2.0,5.0,71.4
Shopee,"Sutra 003 2s - Kondom Super Tipis, Serasa Gak Pake. Tetap Aman dan Nikmat",sutra kondom,sutra s kondom super tipis serasa gak pake tetap aman dan nikmat,sutra kondom serasa gak pake nikmat,sutra kondom serasa gak pake nikmat,14.0,6.0,8.0,57.1
Shopee,Kondom Tipis - Sutra Kondom 003 - 2 Pcs,kondom sutra,kondom tipis sutra kondom pcs,kondom sutra kondom,kondom sutra kondom,9.0,3.0,6.0,66.7
Shopee,Kondom Paling Tipis - Mirai Kondom Big Dots - 3 Pcs,mirai kondom,kondom paling tipis mirai kondom big dots pcs,kondom mirai kondom big dots,kondom mirai kondom big dots,11.0,5.0,6.0,54.5
Shopee,KAPSUL MERAH JAMU KUAT TAHAN LAMA JOS,kapsul jos,kapsul merah jamu kuat tahan lama jos,kapsul jamu tahan jos,kapsul jamu tahan jos,7.0,4.0,3.0,42.9
Shopee,Sutra Lubricant - Pelumas / Lubrikan / Pelicin,sutra lubricant,sutra lubricant pelumas lubrikan pelicin,sutra lubricant pelumas lubrikan pelicin,sutra lubricant lumas lubrikan licin,8.0,5.0,3.0,37.5
Shopee,stud putih stud 007 termurah original no abal abal,stud putih,stud putih stud termurah original no abal abal,stud stud no abal abal,stud stud no abal abal,9.0,5.0,4.0,44.4
Shopee,Tissue / Tisu Super Power Magic Man 1 Kotak Isi 6,tissue super power magic man,tissue tisu super power magic man kotak isi,tissue tisu power magic man,tissue tisu power magic man,11.0,5.0,6.0,54.5
Shopee,Durex Play Lubricant Intimate Lube Pelumas 50 mL,durex play lubricant,durex play lubricant intimate lube pelumas ml,durex play lubricant intimate lube pelumas,durex play lubricant intimate lube lumas,8.0,6.0,2.0,25.0
Shopee,Kondom Fiesta Ultra Thin,kondom fiesta,kondom fiesta ultra thin,kondom fiesta thin,kondom fiesta thin,4.0,3.0,1.0,25.0
Shopee,Kondom Mirai Big Dots 3 Pcs - Tekstur Berbintik Lebih Besar dan Lebar,kondom mirai,kondom mirai big dots pcs tekstur berbintik lebih besar dan lebar,kondom mirai big dots tekstur berbintik,kondom mirai big dots tekstur bintik,13.0,6.0,7.0,53.8
Shopee,(KERAHASIAAN TERJAGA) MAGIC POWER ORIGINAL || TISU MAGIC POWER,magic power,kerahasiaan terjaga magic power original tisu magic power,kerahasiaan terjaga magic power tisu magic power,rahasia jaga magic power tisu magic power,9.0,7.0,2.0,22.2
Shopee,Minyak Oles pembesar Kelaminn Laki Laki Intimate Blue Gel For Men Minyak Mr P,minyak pembesar kelaminn,minyak oles pembesar kelaminn laki laki intimate blue gel for men minyak mr p,minyak oles pembesar kelaminn intimate blue gel for men minyak mr,minyak oles besar kelaminn intimate blue gel for men minyak mr,14.0,11.0,3.0,21.4
Shopee,Andalan Condom 12s / Kondom Andalan Isi 12,andalan kondom,andalan condom s kondom andalan isi,andalan condom kondom andalan,andal condom kondom andal,8.0,4.0,4.0,50.0
Shopee,Kondom Rasa - Fiesta Kondom Watermelon Sugar - 3 Pcs - Kondom Tipis,kondom rasa fiesta,kondom rasa fiesta kondom watermelon sugar pcs kondom tipis,kondom fiesta kondom watermelon sugar kondom,kondom fiesta kondom watermelon sugar kondom,13.0,6.0,7.0,53.8
Shopee,Tisu Magic Original - isi 6 - Tissue Magic Power,tisu magic,tisu magic original isi tissue magic power,tisu magic tissue magic power,tisu magic tissue magic power,10.0,5.0,5.0,50.0
Shopee,XT Spray Minyak pijat 0bat herbal Relaksasi Tubuh Atasi ezjakulasi dan bisa Kuat TahanLama,xt spray minyak pijat,xt spray minyak pijat bat herbal relaksasi tubuh atasi ezjakulasi dan bisa kuat tahanlama,xt spray minyak pijat bat herbal relaksasi tubuh atasi ezjakulasi tahanlama,xt spray minyak pijat bat herbal relaksasi tubuh atas ezjakulasi tahanlama,14.0,11.0,3.0,21.4
